title,rating
 ABŞ-da 10 ən təhlükəli canidən biri yaxalandı,0
Venesuelanın işığını ABŞ söndürübmüş,1
Kainat gözəli 20 yaşına bir gün qalmış öldü - FOTO,1
Hitlerin dəfinələrinin yeri məlum oldu - Masonlar yarım əsr gizlədib ,1
ABŞ Türkiyəni şantaj etməkdə davam edir,1
Çexiya Rusiyanı NATO-nun əsas təhdidi adlandırdı,0
Quaydo Venesuelada hakimiyyəti devirməyə çağırdı,1
ABŞ-da təyyarə avtomobil yoluna eniş etdi - VİDEO,0
S-400-lərin Türkiyədə yerləşdiriləcəyi tarix açıqlandı,0
Dəniz quldurları İran tankerinə hücum ediblər,0
Suriyada erməni əsgər minaya düşdü,0
Ermənistanda rusiyalı əsgəri bıçaqladılar,0
"Tramp Çexiya baş nazirini gördü, arvadını unutdu - VİDEO",0
Venesuela qaranlığa qərq oldu,1
Səudiyyə Ərəbistanı nəhəng qaz yataqları aşkarladı,0
NATO Avropada yeni nüvə raketləri yerləşdirməyəcək,0
Ermənistan KİV: Putin Sarqsyandan bərk inciyib,1
 Amerikalı müğənni alimentə görə həbs olundu,0
“Taxify” adını dəyişdi,0
Tramp yenə adları qarışdırdı - VİDEO,1
Hindistanda avtobus dayanacağında partlayış törədildi - VİDEO,0
Rusiyalı general amerikalı həmkarına hədiyyə verib - Bakıdakı görüşdə,0
Rusiya və ABŞ hərbi təyyarələri üz-üzə gəldi - VİDEO,0
ABŞ Maduroya kömək edən təşkilatları sanksiyalarla hədələdi,1
Rusiya XİN: Türkiyəyə təzyiq etməklə ABŞ silah bazarındakı zəifliyini göstərdi,0
Ukrayna Türkiyədən pilotsuz uçan aparatlar alıb,0
Tatarıstanda 3 litrlik su balonu evi yandırdı,1
Ankara ABŞ-ın təhdidlərinə cavab verdi,0
Kanada hökumətində korrupsiya qalmaqalı: daha bir nazir istefa verdi,0
Avropa İttifaqının komissarı Paşinyanla Baxtadzeni səhv saldı - FOTO,0
Braziliya karnavalında kütləvi toqquşma - VİDEO,1
İraqda 1500-ə yaxın İŞİD-çi uşaq həbs olunub,0
Şimali Koreya yeni raket sınağına hazırlaşır?,0
Vahid Ələkbərov dünyanın ən zəngin insanlarının sırasında ,0
Evdə saxladığı şir çexiyalını parçaladı,0
Hindistan-Pakistan arasında atəşkəs pozuldu,1
Dünyada qanunsuz orqan alveri pik həddə çatdı,1
Gülnarə Kərimova həbs olundu,0
Qaradərili aktyoru kifayət qədər qara hesab etmədilər,0
Türkmənistan prezidenti ölkə qadınlarının hər birinə 17 dollar bağışlayacaq,0
Dünyanın ən bahalı avtomobili təqdim olundu - FOTO/VİDEO ,0
Tibbdə nadir hadisə - Britaniyada İİV xəstəsi sağaldı,0
Lukaşenkodan KTMT baş katibi ilə bağlı vacib tapşırıq,0
Dünyanın ən gənc milyarderi məlum oldu,0
Pakistan ordusu Hindistanın sualtı hücumunun qarşısını aldı - VİDEO,0
“Palmali” “Lukoil”i məhkəməyə verdi,0
Lukaşenko: Rusiya ilə birləşməyə hazırıq,1
ABŞ anti-raket müqaviləsi üzrə Moskvaya şərtlərini irəli sürdü,0
QİÇS-in müalicəsi tapıldı,0
Dünyanın ən gəzməli-görməli yerləri açıqlandı - FOTO,0
Rusiyada 2050-ci ildə rus qalmayacaq,0
Klinton geri addım atdı,0
Məşhur rok müğənnisi intihar edibmiş,1
Tramp Rusiyaya qarşı sanksiyaların müddətini uzatdı,0
Dünyadakı ən varlı qadın və kişinin adı açıqlandı,1
Xuan Quaido Venesuelaya qayıtdı,1
Roma Papası Vatikanın məxfi arxivini üzə çıxaracaq,0
Rusiya ABŞ-la bağlanmış müqavilədən çıxdı ,0
Ekspert: Rusiya-Belarus münasibətləri “ayı boğuşmasına” çevrilə bilər,0
İranla Hollandiya arasında diplomatik qalmaqal,0
Hindistanda vəhşi meymunlar iki nəfəri öldürdülər,1
“Prodigy” qrupunun vokalisti ölüb,0
Pakistanla Hindistan arasında növbəti insident: 200-ə yaxın ailə köçürüldü,1
Rusiyalı məmurun güllələnmə anı - VİDEO,1
İranda təcili yardıma gedən helikopter qəzaya düşdü: Ölənlər var - FOTO,1
Keniyada prezident helikopteri qəzaya düşdü - Ölənlər var,1
Quaydo Venesuela hökumətinə: Nə badə məni həbs edəsiniz,1
Tramp Inla danışıqların yarımçıq qalmasının səbəbini açıqladı,1
ABŞ-da dağıdıcı tornado: 22 ölü - FOTO/VİDEO,0
Rusiyanın Londondakı səfiri cəsusluqda ittiham olunur,0
Ukraynalı keşiş oğurluq və söyüşə görə Krımda saxlanıldı,1
ABŞ Maduronu devirmək üçün koalisiya yaradır,1
Çində qədim “ölümsüzlük iksiri” tapıldı,0
Hindistan narkoman tutuquşuların hücumuna məruz qalıb - VİDEO,0
"Əfqanıstanda 20 nəfəri sel apardı, itkin düşənlər var",1
Britaniya kraliçasının “bənövşəyi” əlinin sirri məlum oldu,1
Ramzan Kadırovdan vacib bəyanat,0
Rusiyadan İŞİD-lə bağlı önəmli etiraf,1
Xəzərdə gəmi saya oturdu,1
İsveçdə restoranda 100 nəfərin iştirakı ilə dava olub,0
Trampdan qeyri-adi fotosessiya,1
Quaydo qayıdır və əhalini küçələrə səsləyir,1
İtaliyada ən təhlükəli mafiozun həbsi: qadın paltarı da kömək etmədi,0
Tramp güclü dollara qarşı çıxdı,0
İstanbulda güclü yanğın panikaya səbəb oldu,1
"Yenə BMW, yenə ağır qəza: bu dəfə Moskvada",1
"Rusiyada məktəb avtobusu aşıb, xəsarət alanlar var",1
Əlcəzair prezidenti İsveçrədə xəstəxanalıq oldu,0
Pakistanla Hindistan arasında insident: dinc sakinlər öldü,1
“Taliban” Əfqanıstanda hücuma keçdi: 25 ölü,1
Rusiyanın yeganə Nobel laureatı vəfat etdi,1
ABŞ-da təyyarə yaşayış binasına çırpıldı - VİDEO,1
Türkiyə “Patriot” silahlarını almaq üçün danışıqlara başladı,0
Gürcüstan da “qara ciplər”ə savaş açdı,1
Lukaşenko: Nə üçün Rusiya Ermənistana krediti daha az faizlə verir?,0
Zurabişvili Ermənistana səfər edəcək,1
Rusiyalı ekspert: Azərbaycan Çin məhsullarının tranziti ilə maraqlanır,0
Pakistan əsir götürülmüş pilotu Hindistana qaytardı,0
Lukaşenko prezidentlikdən bezib,0
Rusiyada silsilə terror hücumları törətmək istəyiblər,1
Ohanyanın hesablarına həbs qoyuldu,0
Poroşenko tərəfdarının burnunu dartdı - VİDEO,0
Diananın zirehli “Rolls-Royce”u satışa çıxarıldı,0
ABŞ Ben Ladenin oğlunun “başına” mükafat qoydu,1
İmran Xan Ərdoğandan vasitəçilik etməsini istədimi?,0
İstanbuldan Moskvaya uçan təyyarə şübhəli çantaya görə təcili enib,1
“YouTube”də problem yaranıb,1
Vardan Oskanyan dindirildi,0
Qazaxıstanlı ağsaqqal aparıcıların sinə dekoltesinə qəzəbləndi,0
Pakistan və Hindistan arasındakı hava döyüşünün - TƏFƏRRÜATI,1
Trampın təyyarəsində nasazlıq - VİDEO,0
Hərbi ekspert: Hindistan-Pakistan davası “partlayıcı” təhlükə daşıyır,1
Tramp Inla razılaşmamağın səbəbini açıqladı - YENİLƏNİB,0
Hindistan qırıcısının vurulma anı - VİDEO,0
"Inın şəklini çəkmək istədilər, qalmaqal yarandı",0
Venesuelada tonlarla qızıl yoxa çıxıb,0
Pakistan-Hindistan sərhədində atışma,1
Keçmiş vəkili Donald Trampı “dələduz” adlandırıb,0
Tramp: ABŞ və Şimali Koreyanın xüsusi münasibətləri var,1
Qahirədə dəhşətli partlayış: nazir istefa verdi - VİDEO,1
Meksikada bayraq əsgəri havaya uçurdu - VİDEO,0
Paşinyan İranla dostluq əlaqələrindən danışdı,1
Ərdoğandan Lavrova cavab: PKK kürd xalqı deyil,0
Ekspert: Zərif “istefa”sı ilə dramatik bir ifa yerinə yetirib - MÜSAHİBƏ,1
Tramp Inla görüşdü - YENİLƏNİB,0
Hindistan hava məkanını bağladı,0
Pakistan barışıq əli uzatdı: Danışığa hazırıq,0
Nepalda nazirin də içində olduğu helikopter qəzaya uğradı,1
Paşinyan İranda: Ruhani ilə görüşdü,1
Hindistandan Pakistana cavab atəşi: qırıcını vurdu - YENİLƏNİB,1
Venesiyaya giriş pullu olacaq,1
Pakistanla Hindistan arasında gərginlik: hərbi təyyarələr vuruldu - VİDEO,1
Trampla görüş ərəfəsində Ina bəd xəbər,1
Nyu-Yorkda qatar yük maşını ilə toqquşdu: ölənlər var - VİDEO,1
Nurməhəmmədov hökuməti xalqı küçələrə çıxarmaqla hədələdi,0
Türkiyənin məşhur sənət adamları Ərdoğanın ad gününü belə təbrik etdilər - VİDEO,0
Türkmənistanda spirtli içkilər satışdan çıxarılır,0
Putin Ərdoğana zəng etdi,0
Ruhani Zərifin istefasını qəbul etmədi,0
Qazaxıstanlı ekspert: Nazarbayev hökumətə “restart” verib,0
In Trampla danışıqlara zirehli qatarda gəldi - FOTO,0
Tatarıstanda yaralı kürəyində bıçaqla siqaret çəkməyə çıxdı - VİDEO,1
"Yunker arvadının zənginə görə çıxışını yarıda kəsdi, gülüş hədəfinə çevrildi",0
ABŞ İsraillə Fələstini “barışdırmaq” istəyir,0
Türkmənistan prezidenti avtomobillə şou göstərdi - VİDEO,1
Putinlə Paşinyan arasında telefon danışığı baş tutub,1
Dünyanın ən sağlam əhaliyə malik ölkələri açıqlandı,0
“Oskar” mükafatçısı səhnədən yıxıldı - FOTO,0
Tramp Klintonu Rusiya ilə “əlbirlikdə” ittiham etdi,1
Yerevanda atışma - FOTO,0
Qazaxıstana baş nazir təyin olundu,0
Amerikalı aktyor “Oskar”a qadın paltarında gəldi - FOTO,1
Pamela Anderson Rusiyadan yardım istədi,1
Inın oxşarını Vyetnamdan qovdular - FOTO,1
“Oskar” sahiblərini tapdı - FOTO/VİDEO,1
ABŞ-ın dövlət katibi Maduronu “xəstə tiran” adlandırdı,1
Günahsız yerə 39 il həbsdə qalan şəxsə 21 milyon dollar təzminat veriləcək,0
Belarusda məktəbli qızlar məcburi ginekoloji müayinədən keçəcək,0
Dubaya uçan təyyarəni qaçıran şəxs güllələndi - YENİLƏNİB,1
 Ermənistanda hərbçi avtomobili ilə su anbarında batdı - FOTO,0
Dünyanın ən dadlı geyimləri təqdim olundu - VİDEO,1
Türkiyə parlamentinin yeni sədri seçildi,0
Bloomberg: Kim Çen In normal dünya liderinə çevrilir,0
Özbəkistanda nikah qadağası ,0
Maduro arvadı ilə mitinqdə rəqs etdi - VİDEO,0
Hərbçilər Madurodan qaçır,1
BƏƏ-də vətəndaşların 100 milyon dollar borcu silinəcək,0
Səudiyyə kralı ilk dəfə ABŞ-a qadın səfir təyin etdi,0
Quaydo: Çaves Maduroya dəstək verməzdi,0
Venesuela Kolumbiya ilə bütün əlaqələri kəsdi,0
İran Trampı əyləndirmək istəyir,0
Ərdoğan: Avropa öz təhlükəsizliyinə görə bizə borcludur,0
Maduro administrasiyasının məmurları Türkiyəyə qaçıb,1
İran Moskvaya Vaşinqtona təzyiq aləti kimi lazımdır – MÜSAHİBƏ,1
Çində dəhşətli qəza: 20 ölü,1
Moldova prezidentinin kortejinin qəza anı - VİDEO,1
Milyarder Mask 61 milyonluq ipoteka götürdü,1
Tanınmış amerikalı müğənni həbs olundu,0
ABŞ daha iki ölkədə hakimiyyəti dəyişmək istəyir,1
Erməni müğənni bəstəboy olduğuna görə festivaldan qovuldu,0
Sudanda bir illik fövqəladə vəziyyət elan edildi,1
Venesuelada xalqla ordu arasında qanlı toqquşma - General girov götürüldü,1
Putin ölkəsinin yeni silahlarını təriflədi,1
“Rafaello” erməniləri qəzəbləndirdi,0
Türkiyədə yaralanan 5 kursantdan biri öldü,1
Moldova prezidentinin korteji qəzaya düşdü,1
Fransızlar Ermənistanda qar uçqununun altında qalıblar,0
Rus dilində olan yazı Qazaxıstan tenqesindən silinəcək,0
Nigeriyada içi pulla dolu təyyarə havaya qalxa bilmədi - VİDEO,0
Ukraynadakı seçkilərdə kim qalib gələcək? - Politoloq rəyi,0
Paşinyan Lukaşenkonun namizədinə qarşı çıxır,1
Şarm-əş-Şeyx hasarlanır - VİDEO,0
Bir əsr əvvəl nəsli kəsilən tısbağa tapıldı - FOTO,0
Maduro Braziliya ilə sərhədi bağlayır,0
Venesuela “lider”i ilk fərmanını imzaladı,1
Dünya ərzaq qıtlığı astanasında,1
Rusiyada ana oğlunun tabutunu şəhər meriyasının qarşısına gətirdi - VİDEO,1
Putinin iqamətgahına avtobus çırpıldı - FOTO,0
Rusiya Yaponiya ilə sülh müqaviləsi şərtlərini açıqladı,0
Nazarbayev hökuməti istefaya göndərdi,0
Münhendə atışma: ölənlər var - VİDEO,1
Ağalarov Rusiya kosmodromunun tikintisində iştirak edə bilər,0
Vaşinqton Ermənistan XİN rəhbəri ilə görüşdən imtina etdi,0
Sərnişin təyyarəsi səs sürətini ötdü,0
Venesuela konsulluq və səfirliklərinə hücumlar başladı - VİDEO,1
Tayvanlı kişi əməliyyatdan imtina edən arvadını və uşaqlarını öldürdü - FOTO,1
Banqladeşdə güclü yanğın: 81 ölü - FOTO/VİDEO,1
“S-300” komplekslərinin “qənimi” nümayiş olundu - VİDEO,0
Maduro Rusiyadan kömək gözləyir,1
Venesuela dəniz sərhədini bağladı,0
Erməni nazir tualetdən canlı yayıma çıxdı - VİDEO,0
Almaniya Rusiyadan raketlərin sayını azaltmağı tələb edir,0
Həmsədrlər Nikol Paşinyanla Qarabağ münaqişəsini müzakirə edib,1
Türkiyədə 5 bal gücündə zəlzələ baş verib,1
Türkiyədə hərbi məktəbdə partlayış - Yaralılar var,1
Estoniya müharibəyə hazırlaşır,1
Tramp homoseksuallığı bütün dünyada qanuniləşdirmək istəyir,1
Rusiyalı məktəbliyə bir gecədə 5 nəfər təcavüz etdi,1
Çində ordu generalı rüşvətə görə ömürlük həbs olundu,0
Rusiyada azərbaycanlı kişi yaşlı qadınla evlənmək istədi - İcazə vermədilər,1
Ərdoğan: Ermənilər ölkələrindəki çətinliklərə görə Türkiyəyə gəliblər,1
Amerikada məhbuslar maşında köməksiz qalan uşağı xilas etdi - VİDEO,0
Maduro Venesuelanın “müvəqqəti prezident”ini kloun adlandırdı,0
Yaponiyada qırıcı dənizə düşüb,1
“Skype”da problem,0
İsveçrədə qar uçqunu: itkin düşənlər var,1
Mayk Tayson intiqam almaq üçün qorilla ilə döyüşmək istəyib,0
“Cəbhat ən-Nusra”nın lideri komaya düşdü - Türkiyəyə aparıldı,0
Kanadada bir ailənin 7 uşağı yanaraq ölüb,1
İvanka Tramp Merkelin çıxışını soyuq qarşıladı,1
Qahirədə terrorçunun özünü partlatdığı an kameralara düşdü - VİDEO,1
Türkmənistanda qadınların sürücülük vəsiqələri kütləvi şəkildə yığılır,1
“Qlobal istiləşmə” termininin müəllifi vəfat edib,1
ABŞ-da 11 yaşlı uşaq həbs edildi - Bayrağa hörmətsizlik edib,1
Hindistanda yük maşını toya gedən izdihama çırpıldı: 13 ölü,1
16 ştat Trampı məhkəməyə verdi,0
Binəli Yıldırım istefa verdi,1
Putinin kortejini içəridən göstərdilər - VİDEO,0
Koçaryanın oğluna qarşı ittiham irəli sürüldü,0
Peskov Türkiyə qəzetində jurnalist işləmək istəyib,0
Netanyahu Polşa ilə İsrailin arasını vurdu,0
Ermənistan Rusiyadan 12 qırıcı almağı planlaşdırır,1
Avropa Rusiya təyyarəsindən imtina etdi,0
İŞİD-in təbliğat və edam videolarını səsləndirən şəxs tutuldu,0
"Tramp öz kəşfiyyatına yox, Putinə inanır",0
ABŞ Suriyadakı kürdləri hansı halda dəstəkləməyəcəyini açıqladı,1
Yaponiya Trampa “Nobel” mükafatının verilməsini təklif edir,1
Saakaşvili əsl gürcü olduğunu sübut etdi,0
İran qanadlı raketlərlə silahlanmış sualtı qayığını nümayiş etdirdi,0
Putin və Ərdoğan yenidən görüşəcək,0
Rok qrup Trampın paylaşımını sildirdi,0
Solsberi kilsəsindən nəhəng Rusiya bayrağı asıldı,1
İrandan İsraillə müharibə xəbərdarlığı,0
ABŞ-dan Bəşər Əsədə ciddi mesaj,1
Parisdə təşviş: kütləvi təxliyə qərarı verildi,1
ABŞ-da naməlum şəxs girovları güllələdi,1
Rusiyada üzərində “şəhid kəməri” gəzdirən şəxslərin saxlanılması yalan çıxdı,0
Trampdan Avropaya gözlənilməz çağırış,1
Rusiyada universitet binası uçdu - VİDEO,1
İstanbulda bina çökdü - FOTO/VİDEO,1
Rusiya və Ermənistan XİN başçıları Qarabağı müzakirə ediblər,1
Türkiyə S-400-ləri Amerika “Patriot”larına dəyişməkdən imtina etdi,0
Afrikanın bir ölkəsi işıqsız qaldı,1
Çində populyar tətbiq: liderin xəbərlərini oxuyanlar hədiyyə qazanacaq,0
Venesuelaya qarşı yeni sanksiyalar,1
Məşhur rok qrup Trampı təhqir etdi,0
Lavrov onu izləyən “böyük qardaş”dan şikayətləndi,1
İsrail gəmiləri “kamikadze dron”larla təchiz olunur - VİDEO,1
ABŞ-da silahlı hücum: işdən qovulduğu üçün 5 nəfəri öldürdü - FOTO,0
Ərdoğandan Türkiyənin Avropa İttifaqına qəbulu ilə bağlı bəyanat,0
Putindən gözlənilməz bəyanat,0
Tramp fövqəladə vəziyyət rejimini tətbiq etdi - YENİLƏNİB,1
Rusiyada üzərində “şəhid kəməri” olan şəxslər saxlanıldı - VİDEO,1
Putin zədəsindən danışdı,1
Dağıstanda dəhşətli qəzanın kadrları yayıldı – VİDEO,1
Sendviç oğurlayan sloveniyalı deputat mandatından imtina etdi,0
Lukaşenko: Putinlə biz sabah da birləşə bilərik - VİDEO,1
"Pəhriz saxlayır, amma kökəlib - Trampda piylənmə gedir",0
“Facebook”u milyardlarla dollar cərimə gözləyir - İş məhkəməyə gedə bilər,0
Rusiyanın “Birinci” kanalında rüşvət qalmaqalı,0
Paris metrosunda “kislota” ilə hücum,1
Malayziyada timsah kişini qohumunun gözü qarşısında yedi,1
Rusiyalı keçmiş deputat köməkçisi Əliyev və Putinin imzasını saxtalaşdırdı,1
Maduro böhrandan çıxış yolu tapdı,0
Britaniya parlamenti “Brexit”lə bağlı yeni təklifi rədd etdi,1
Putin məşqdə barmağını zədələdi - YENİLƏNİB + VİDEO ,0
Putinin imzası olan köhnə maşın 20 min avroya satıldı,0
300-dək uşağı zorlayan kolumbiyalı pedofillə bağlı qərar açıqlandı,0
Rusiyada yaşayış binasında güclü partlayış olub - VİDEO,1
Putindən ABŞ-a önəmli mesaj,0
Ərdoğandan Suriya ilə bağlı vacib bəyanat,0
Cəlalabadda güclü partlayış: yaralananlar var,1
Soçidə Zirvə görüşü başladı - YENİLƏNİB,0
Belarus Ermənistana ultimatum verdi,0
Homoseksuallar Çeçenistan hökumətinə “müharibə” elan etdi,1
Dünyanın ən böyük sərnişin təyyarəsi daha istehsal olunmayacaq,0
Erməni generala qarşı yeni ittihamlar: oğlu axtarışa verildi,0
Gürcüstan Rusiyadan qaz alacaq - Müxalifət etiraz edir,1
Gürcüstanda azərbaycanlı mer istefa verdi,1
Rusiyada diplomatın meyiti nazirliyin tualetindən tapıldı,1
ABŞ-ın “əbədi” prezidentliyə namizədi öldü,0
Okeanın dibində ABŞ aviadaşıyıcısı tapıldı - VİDEO,0
Madurodan ABŞ-a ittiham: göndərdiyi humanitar yardım zəhərlidir,0
Skopye yaxınlığında dəhşətli qəza: çox sayda ölü və yaralı var,1
Zərif: SEPAH-ın avtobusunun məhz bu gün partladılması təsadüfi deyil,1
Gürcü məmur Norveçdə oğurluğa görə tutuldu,0
Yerevan ABŞ-ı qəzəbləndirən məsələyə reaksiya verdi ,1
Pompeo: Rusiyanın Gürcüstana girməsi ABŞ-ın təhlükəsizliyinə təhdiddir,0
İranda SEPAH-ın avtobusu partladıldı: 41 ölü - YENİLƏNİB,1
NATO-dan Türkiyəyə gözlənilməz təklif,0
Gürcüstanda sığorta şirkəti fermerdən canavarın yediyi inəyin sümüyünü istədi,0
Lukaşenko Putinə söz verdi: Pis araq göndərməyəcəyik,0
Azərbaycanın keçmiş səfirinin oğlu Rusiyada kinoteatr şəbəkəsi yaradıb? ,0
"Telman İsmayılov “Praqa”nı satışa çıxardı, amma alan olmadı",0
Aİ Səudiyyə Ərəbistanının terrorla mübarizəsindən narazıdır,0
Dövlət Departamenti Ermənistanın Suriyadakı missiyasını dəstəkləmir,0
Papadan Maduronun məktubuna cavab,0
İnsanların Marsa səyahəti neçəyə başa gələcək?,1
